date,county,state,pop,cases,deaths,casesPerCapita,deathsPerCapita,scores,anomaly
43921,Orange County,New York,14899.0,1560,3,0.104705014,0.00020135599999999997,-0.028251698116437574,-1
43921,New York City County,New York,189885.0,43518,1475,0.22918082,0.007767859,-0.08439614868215595,-1
43921,Westchester County,New York,9154.0,9967,25,1.088813633,0.002731047,-0.11813979665723418,-1
43921,Unknown County,New Jersey,9208.0,3683,0,0.39997828,0.0,-0.10377317687687326,-1
43921,Union County,New Jersey,9208.0,1418,24,0.153996525,0.002606429,-0.05753485911306133,-1
43921,Bergen County,New Jersey,17634.0,2909,53,0.164965408,0.0030055570000000003,-0.06658339516804068,-1
43921,Summit County,Utah,1490.0,172,0,0.115436242,0.0,-0.037530268231082076,-1
43921,Milwaukee County,Wisconsin,6125.0,674,11,0.110040816,0.0017959179999999999,-0.028251698116437574,-1
43921,Sumner County,Tennessee,1490.0,164,0,0.11006711400000001,0.0,-0.028251698116437574,-1
43921,Miami-Dade County,Florida,21992.0,2123,7,0.09653510400000001,0.000318298,-0.0147991568574114,-1
43921,Cook County,Illinois,17212.0,4496,61,0.261213107,0.003544039,-0.08963795944807229,-1
43921,Fairfield County,Connecticut,11000.0,1870,38,0.17,0.003454545,-0.06829092777392398,-1
43921,Los Angeles County,California,14464.0,3011,54,0.20817201300000002,0.0037334070000000002,-0.07745653489683835,-1
43921,Santa Clara County,California,6131.0,890,31,0.145163921,0.005056270999999999,-0.04858374862287973,-1
43921,Suffolk County,Massachusetts,1490.0,1373,8,0.92147651,0.005369128000000001,-0.11572913041692834,-1
43921,Orleans County,Louisiana,14899.0,1834,101,0.12309551,0.006778978000000001,-0.040830621436220293,-1
43921,Marion County,Indiana,8742.0,965,18,0.11038663900000001,0.002059025,-0.030425299577578557,-1
43922,Suffolk County,New York,1490.0,7605,69,5.104026846,0.046308725,-0.12286513833134394,-1
43922,Rockland County,New York,17457.0,3321,29,0.190238873,0.001661225,-0.06390678092632596,-1
