REGION,WEEK,ILITOTAL
Iowa,10/27/2018,45
Kansas,10/27/2018,176
Kentucky,10/27/2018,227
Louisiana,10/27/2018,1590
Maine,10/27/2018,168
Maryland,10/27/2018,69
Massachusetts,10/27/2018,550
Michigan,10/27/2018,339
Minnesota,10/27/2018,116
Mississippi,10/27/2018,405
Missouri,10/27/2018,43
Montana,10/27/2018,52
Nebraska,10/27/2018,177
Nevada,10/27/2018,94
New Hampshire,10/27/2018,23
New Jersey,10/27/2018,982
New Mexico,10/27/2018,233
New York,10/27/2018,700
North Carolina,10/27/2018,1425
North Dakota,10/27/2018,29
Ohio,10/27/2018,166
Oklahoma,10/27/2018,179
Oregon,10/27/2018,306
Pennsylvania,10/27/2018,652
Rhode Island,10/27/2018,31
South Carolina,10/27/2018,298
South Dakota,10/27/2018,141
Tennessee,10/27/2018,91
Texas,10/27/2018,761
Utah,10/27/2018,338
Vermont,10/27/2018,71
Virginia,10/27/2018,1632
Washington,10/27/2018,31
West Virginia,10/27/2018,151
Wisconsin,10/27/2018,286
Wyoming,10/27/2018,38
Alabama,11/3/2018,914
Alaska,11/3/2018,95
Arizona,11/3/2018,407
Arkansas,11/3/2018,109
California,11/3/2018,875
Colorado,11/3/2018,1073
Connecticut,11/3/2018,102
Delaware,11/3/2018,4
Georgia,11/3/2018,2626
Hawaii,11/3/2018,31
Idaho,11/3/2018,4
Illinois,11/3/2018,656
Indiana,11/3/2018,77
Iowa,11/3/2018,36
Kansas,11/3/2018,168
Kentucky,11/3/2018,232
Louisiana,11/3/2018,1645
Maine,11/3/2018,82
Maryland,11/3/2018,138
Massachusetts,11/3/2018,565
Michigan,11/3/2018,311
Minnesota,11/3/2018,162
Mississippi,11/3/2018,457
Missouri,11/3/2018,59
Montana,11/3/2018,62
Nebraska,11/3/2018,182
Nevada,11/3/2018,87
New Hampshire,11/3/2018,24
New Jersey,11/3/2018,992
New Mexico,11/3/2018,256
New York,11/3/2018,786
North Carolina,11/3/2018,1548
North Dakota,11/3/2018,40
Ohio,11/3/2018,193
Oklahoma,11/3/2018,235
Oregon,11/3/2018,313
Pennsylvania,11/3/2018,676
Rhode Island,11/3/2018,38
South Carolina,11/3/2018,347
South Dakota,11/3/2018,161
Tennessee,11/3/2018,72
Texas,11/3/2018,831
Utah,11/3/2018,275
Vermont,11/3/2018,58
Virginia,11/3/2018,1819
Washington,11/3/2018,27
West Virginia,11/3/2018,148
Wisconsin,11/3/2018,308
Wyoming,11/3/2018,35
Alabama,11/10/2018,1087
Alaska,11/10/2018,101
Arizona,11/10/2018,424
Arkansas,11/10/2018,100
California,11/10/2018,944
Colorado,11/10/2018,1120
Connecticut,11/10/2018,122
Delaware,11/10/2018,13
Georgia,11/10/2018,2745
Hawaii,11/10/2018,22
Idaho,11/10/2018,10
Illinois,11/10/2018,632
Indiana,11/10/2018,79
Iowa,11/10/2018,31
Kansas,11/10/2018,192
Kentucky,11/10/2018,229
Louisiana,11/10/2018,1867
Maine,11/10/2018,111
Maryland,11/10/2018,98
Massachusetts,11/10/2018,599
Michigan,11/10/2018,382
Minnesota,11/10/2018,132
Mississippi,11/10/2018,499
Missouri,11/10/2018,55
Montana,11/10/2018,50
Nebraska,11/10/2018,176
Nevada,11/10/2018,89
New Hampshire,11/10/2018,25
New Jersey,11/10/2018,926
New Mexico,11/10/2018,278
New York,11/10/2018,710
North Carolina,11/10/2018,1427
North Dakota,11/10/2018,27
Ohio,11/10/2018,157
Oklahoma,11/10/2018,153
Oregon,11/10/2018,347
Pennsylvania,11/10/2018,731
Rhode Island,11/10/2018,41
South Carolina,11/10/2018,406
South Dakota,11/10/2018,152
Tennessee,11/10/2018,81
Texas,11/10/2018,945
Utah,11/10/2018,428
Vermont,11/10/2018,45
Virginia,11/10/2018,1850
Washington,11/10/2018,30
West Virginia,11/10/2018,173
Wisconsin,11/10/2018,280
Wyoming,11/10/2018,41
Alabama,11/17/2018,1111
Alaska,11/17/2018,114
Arizona,11/17/2018,363
Arkansas,11/17/2018,110
California,11/17/2018,943
Colorado,11/17/2018,1160
Connecticut,11/17/2018,138
Delaware,11/17/2018,10
Georgia,11/17/2018,2888
Hawaii,11/17/2018,27
Idaho,11/17/2018,20
Illinois,11/17/2018,649
Indiana,11/17/2018,81
Iowa,11/17/2018,28
Kansas,11/17/2018,209
Kentucky,11/17/2018,207
Louisiana,11/17/2018,1956
Maine,11/17/2018,149
Maryland,11/17/2018,65
Massachusetts,11/17/2018,577
Michigan,11/17/2018,354
Minnesota,11/17/2018,139
Mississippi,11/17/2018,523
Missouri,11/17/2018,18
Montana,11/17/2018,61
Nebraska,11/17/2018,175
Nevada,11/17/2018,100
New Hampshire,11/17/2018,6
New Jersey,11/17/2018,1014
New Mexico,11/17/2018,271
New York,11/17/2018,659
North Carolina,11/17/2018,1389
North Dakota,11/17/2018,39
Ohio,11/17/2018,114
Oklahoma,11/17/2018,332
Oregon,11/17/2018,406
Pennsylvania,11/17/2018,675
Rhode Island,11/17/2018,19
South Carolina,11/17/2018,323
South Dakota,11/17/2018,72
Tennessee,11/17/2018,91
Texas,11/17/2018,973
Utah,11/17/2018,370
Vermont,11/17/2018,46
Virginia,11/17/2018,1896
Washington,11/17/2018,29
West Virginia,11/17/2018,154
Wisconsin,11/17/2018,316
Wyoming,11/17/2018,31
Alabama,11/24/2018,1084
Alaska,11/24/2018,121
Arizona,11/24/2018,434
Arkansas,11/24/2018,76
California,11/24/2018,719
Colorado,11/24/2018,986
Connecticut,11/24/2018,106
Delaware,11/24/2018,4
Georgia,11/24/2018,3230
Hawaii,11/24/2018,22
Idaho,11/24/2018,7
Illinois,11/24/2018,627
Indiana,11/24/2018,54
Iowa,11/24/2018,32
Kansas,11/24/2018,198
Kentucky,11/24/2018,201
Louisiana,11/24/2018,2271
Maine,11/24/2018,142
Maryland,11/24/2018,64
Massachusetts,11/24/2018,644
Michigan,11/24/2018,189
Minnesota,11/24/2018,110
Mississippi,11/24/2018,512
Missouri,11/24/2018,23
Montana,11/24/2018,95
Nebraska,11/24/2018,195
Nevada,11/24/2018,148
New Hampshire,11/24/2018,3
New Jersey,11/24/2018,988
New Mexico,11/24/2018,243
New York,11/24/2018,742
North Carolina,11/24/2018,1263
North Dakota,11/24/2018,21
Ohio,11/24/2018,125
Oklahoma,11/24/2018,223
Oregon,11/24/2018,450
Pennsylvania,11/24/2018,663
Rhode Island,11/24/2018,19
South Carolina,11/24/2018,424
South Dakota,11/24/2018,157
Tennessee,11/24/2018,81
Texas,11/24/2018,806
Utah,11/24/2018,522
Vermont,11/24/2018,28
Virginia,11/24/2018,2085
Washington,11/24/2018,30
West Virginia,11/24/2018,117
Wisconsin,11/24/2018,277
Wyoming,11/24/2018,16
Alabama,12/1/2018,1263
Alaska,12/1/2018,116
Arizona,12/1/2018,552
Arkansas,12/1/2018,97
California,12/1/2018,1177
Colorado,12/1/2018,1492
Connecticut,12/1/2018,155
Delaware,12/1/2018,5
Georgia,12/1/2018,3378
Hawaii,12/1/2018,34
Idaho,12/1/2018,7
Illinois,12/1/2018,732
Indiana,12/1/2018,93
Iowa,12/1/2018,35
Kansas,12/1/2018,206
Kentucky,12/1/2018,238
Louisiana,12/1/2018,2424
Maine,12/1/2018,110
Maryland,12/1/2018,83
Massachusetts,12/1/2018,716
Michigan,12/1/2018,386
Minnesota,12/1/2018,149
Mississippi,12/1/2018,631
Missouri,12/1/2018,54
Montana,12/1/2018,69
Nebraska,12/1/2018,195
Nevada,12/1/2018,171
New Hampshire,12/1/2018,5
New Jersey,12/1/2018,1098
New Mexico,12/1/2018,299
New York,12/1/2018,828
North Carolina,12/1/2018,1843
North Dakota,12/1/2018,46
Ohio,12/1/2018,204
Oklahoma,12/1/2018,202
Oregon,12/1/2018,443
Pennsylvania,12/1/2018,1074
Rhode Island,12/1/2018,37
South Carolina,12/1/2018,479
South Dakota,12/1/2018,186
Tennessee,12/1/2018,125
Texas,12/1/2018,1104
Utah,12/1/2018,456
Vermont,12/1/2018,47
Virginia,12/1/2018,2158
Washington,12/1/2018,40
West Virginia,12/1/2018,188
Wisconsin,12/1/2018,338
Wyoming,12/1/2018,32
Alabama,12/8/2018,1152
Alaska,12/8/2018,114
Arizona,12/8/2018,525
Arkansas,12/8/2018,94
California,12/8/2018,1206
Colorado,12/8/2018,1606
Connecticut,12/8/2018,240
Delaware,12/8/2018,14
Georgia,12/8/2018,3182
Hawaii,12/8/2018,36
Idaho,12/8/2018,9
Illinois,12/8/2018,788
Indiana,12/8/2018,96
Iowa,12/8/2018,39
Kansas,12/8/2018,192
Kentucky,12/8/2018,184
Louisiana,12/8/2018,2001
Maine,12/8/2018,113
Maryland,12/8/2018,70
Massachusetts,12/8/2018,762
Michigan,12/8/2018,352
Minnesota,12/8/2018,148
Mississippi,12/8/2018,540
Missouri,12/8/2018,63
Montana,12/8/2018,56
Nebraska,12/8/2018,179
Nevada,12/8/2018,168
New Hampshire,12/8/2018,21
New Jersey,12/8/2018,1172
New Mexico,12/8/2018,318
New York,12/8/2018,892
North Carolina,12/8/2018,1792
North Dakota,12/8/2018,28
Ohio,12/8/2018,208
Oklahoma,12/8/2018,197
Oregon,12/8/2018,440
Pennsylvania,12/8/2018,811
Rhode Island,12/8/2018,59
South Carolina,12/8/2018,418
South Dakota,12/8/2018,164
Tennessee,12/8/2018,129
Texas,12/8/2018,1017
Utah,12/8/2018,474
Vermont,12/8/2018,65
Virginia,12/8/2018,2071
Washington,12/8/2018,33
West Virginia,12/8/2018,155
Wisconsin,12/8/2018,311
Wyoming,12/8/2018,44
Alabama,12/15/2018,1420
Alaska,12/15/2018,134
Arizona,12/15/2018,622
Arkansas,12/15/2018,131
California,12/15/2018,1356
Colorado,12/15/2018,2122
Connecticut,12/15/2018,196
Delaware,12/15/2018,15
Georgia,12/15/2018,4258
Hawaii,12/15/2018,23
Idaho,12/15/2018,7
Illinois,12/15/2018,854
Indiana,12/15/2018,108
Iowa,12/15/2018,43
Kansas,12/15/2018,257
Kentucky,12/15/2018,383
Louisiana,12/15/2018,1978
Maine,12/15/2018,141
Maryland,12/15/2018,107
Massachusetts,12/15/2018,867
Michigan,12/15/2018,420
Minnesota,12/15/2018,192
Mississippi,12/15/2018,581
Missouri,12/15/2018,83
Montana,12/15/2018,79
Nebraska,12/15/2018,273
Nevada,12/15/2018,227
New Hampshire,12/15/2018,7
New Jersey,12/15/2018,1371
New Mexico,12/15/2018,489
New York,12/15/2018,1172
North Carolina,12/15/2018,1779
North Dakota,12/15/2018,47
Ohio,12/15/2018,199
Oklahoma,12/15/2018,249
Oregon,12/15/2018,533
Pennsylvania,12/15/2018,958
Rhode Island,12/15/2018,53
South Carolina,12/15/2018,508
South Dakota,12/15/2018,85
Tennessee,12/15/2018,135
Texas,12/15/2018,1148
Utah,12/15/2018,446
Vermont,12/15/2018,100
Virginia,12/15/2018,2233
Washington,12/15/2018,41
West Virginia,12/15/2018,213
Wisconsin,12/15/2018,343
Wyoming,12/15/2018,62
Alabama,12/22/2018,1585
Alaska,12/22/2018,143
Arizona,12/22/2018,547
Arkansas,12/22/2018,119
California,12/22/2018,1288
Colorado,12/22/2018,2571
Connecticut,12/22/2018,194
Delaware,12/22/2018,31
Georgia,12/22/2018,5436
Hawaii,12/22/2018,24
Idaho,12/22/2018,10
Illinois,12/22/2018,987
Indiana,12/22/2018,129
Iowa,12/22/2018,41
Kansas,12/22/2018,245
Kentucky,12/22/2018,405
Louisiana,12/22/2018,2084
Maine,12/22/2018,160
Maryland,12/22/2018,183
Massachusetts,12/22/2018,1089
Michigan,12/22/2018,388
Minnesota,12/22/2018,165
Mississippi,12/22/2018,687
Missouri,12/22/2018,61
Montana,12/22/2018,77
Nebraska,12/22/2018,485
Nevada,12/22/2018,256
New Hampshire,12/22/2018,22
New Jersey,12/22/2018,1617
New Mexico,12/22/2018,911
New York,12/22/2018,1427
North Carolina,12/22/2018,1928
North Dakota,12/22/2018,33
Ohio,12/22/2018,200
Oklahoma,12/22/2018,304
Oregon,12/22/2018,547
Pennsylvania,12/22/2018,1092
Rhode Island,12/22/2018,58
South Carolina,12/22/2018,619
South Dakota,12/22/2018,96
Tennessee,12/22/2018,139
Texas,12/22/2018,1255
Utah,12/22/2018,717
Vermont,12/22/2018,99
Virginia,12/22/2018,2543
Washington,12/22/2018,39
West Virginia,12/22/2018,231
Wisconsin,12/22/2018,371
Wyoming,12/22/2018,45
Alabama,12/29/2018,1977
Alaska,12/29/2018,128
Arizona,12/29/2018,567
Arkansas,12/29/2018,97
California,12/29/2018,935
Colorado,12/29/2018,2608
Connecticut,12/29/2018,187
Delaware,12/29/2018,10
Georgia,12/29/2018,5994
Hawaii,12/29/2018,15
Idaho,12/29/2018,14
Illinois,12/29/2018,1339
Indiana,12/29/2018,104
Iowa,12/29/2018,67
Kansas,12/29/2018,411
Kentucky,12/29/2018,457
Louisiana,12/29/2018,2678
Maine,12/29/2018,198
Maryland,12/29/2018,124
Massachusetts,12/29/2018,1361
Michigan,12/29/2018,342
Minnesota,12/29/2018,122
Mississippi,12/29/2018,791
Missouri,12/29/2018,72
Montana,12/29/2018,165
Nebraska,12/29/2018,722
Nevada,12/29/2018,300
New Hampshire,12/29/2018,20
New Jersey,12/29/2018,2072
New Mexico,12/29/2018,1314
New York,12/29/2018,1757
North Carolina,12/29/2018,2573
North Dakota,12/29/2018,50
Ohio,12/29/2018,236
Oklahoma,12/29/2018,374
Oregon,12/29/2018,581
Pennsylvania,12/29/2018,1442
Rhode Island,12/29/2018,80
South Carolina,12/29/2018,802
South Dakota,12/29/2018,122
Tennessee,12/29/2018,186
Texas,12/29/2018,1317
Utah,12/29/2018,864
Vermont,12/29/2018,158
Virginia,12/29/2018,2739
Washington,12/29/2018,45
West Virginia,12/29/2018,127
Wisconsin,12/29/2018,335
Wyoming,12/29/2018,73
Alabama,1/5/2019,1724
Alaska,1/5/2019,137
Arizona,1/5/2019,587
Arkansas,1/5/2019,87
California,1/5/2019,1021
Colorado,1/5/2019,2268
Connecticut,1/5/2019,261
Delaware,1/5/2019,13
Georgia,1/5/2019,4532
Hawaii,1/5/2019,32
Idaho,1/5/2019,12
Illinois,1/5/2019,1262
Indiana,1/5/2019,98
Iowa,1/5/2019,64
Kansas,1/5/2019,399
Kentucky,1/5/2019,515
Louisiana,1/5/2019,2409
Maine,1/5/2019,251
Maryland,1/5/2019,222
Massachusetts,1/5/2019,1461
Michigan,1/5/2019,425
Minnesota,1/5/2019,133
Mississippi,1/5/2019,661
Missouri,1/5/2019,56
Montana,1/5/2019,122
Nebraska,1/5/2019,658
Nevada,1/5/2019,233
New Hampshire,1/5/2019,15
New Jersey,1/5/2019,1953
New Mexico,1/5/2019,1109
New York,1/5/2019,1727
North Carolina,1/5/2019,2774
North Dakota,1/5/2019,26
Ohio,1/5/2019,188
Oklahoma,1/5/2019,346
Oregon,1/5/2019,749
Pennsylvania,1/5/2019,1474
Rhode Island,1/5/2019,87
South Carolina,1/5/2019,723
South Dakota,1/5/2019,162
Tennessee,1/5/2019,187
Texas,1/5/2019,1244
Utah,1/5/2019,908
Vermont,1/5/2019,165
Virginia,1/5/2019,3264
Washington,1/5/2019,57
West Virginia,1/5/2019,209
Wisconsin,1/5/2019,379
Wyoming,1/5/2019,66
Alabama,1/12/2019,1363
Alaska,1/12/2019,126
Arizona,1/12/2019,821
Arkansas,1/12/2019,98
California,1/12/2019,1415
Colorado,1/12/2019,2277
Connecticut,1/12/2019,304
Delaware,1/12/2019,19
Georgia,1/12/2019,3156
Hawaii,1/12/2019,55
Idaho,1/12/2019,24
Illinois,1/12/2019,1019
Indiana,1/12/2019,144
Iowa,1/12/2019,67
Kansas,1/12/2019,431
Kentucky,1/12/2019,499
Louisiana,1/12/2019,2019
Maine,1/12/2019,266
Maryland,1/12/2019,215
Massachusetts,1/12/2019,1463
Michigan,1/12/2019,455
Minnesota,1/12/2019,303
Mississippi,1/12/2019,604
Missouri,1/12/2019,52
Montana,1/12/2019,147
Nebraska,1/12/2019,593
Nevada,1/12/2019,268
New Hampshire,1/12/2019,81
New Jersey,1/12/2019,1738
New Mexico,1/12/2019,957
New York,1/12/2019,1514
North Carolina,1/12/2019,2410
North Dakota,1/12/2019,56
Ohio,1/12/2019,191
Oklahoma,1/12/2019,349
Oregon,1/12/2019,605
Pennsylvania,1/12/2019,1262
Rhode Island,1/12/2019,145
South Carolina,1/12/2019,503
South Dakota,1/12/2019,220
Tennessee,1/12/2019,149
Texas,1/12/2019,1331
Utah,1/12/2019,766
Vermont,1/12/2019,209
Virginia,1/12/2019,2863
Washington,1/12/2019,82
West Virginia,1/12/2019,316
Wisconsin,1/12/2019,396
Wyoming,1/12/2019,74
Alabama,1/19/2019,1711
Alaska,1/19/2019,191
Arizona,1/19/2019,752
Arkansas,1/19/2019,110
California,1/19/2019,1325
Colorado,1/19/2019,2064
Connecticut,1/19/2019,282
Delaware,1/19/2019,22
Georgia,1/19/2019,2880
Hawaii,1/19/2019,41
Idaho,1/19/2019,36
Illinois,1/19/2019,1057
Indiana,1/19/2019,211
Iowa,1/19/2019,108
Kansas,1/19/2019,519
Kentucky,1/19/2019,878
Louisiana,1/19/2019,2069
Maine,1/19/2019,282
Maryland,1/19/2019,229
Massachusetts,1/19/2019,1540
Michigan,1/19/2019,511
Minnesota,1/19/2019,230
Mississippi,1/19/2019,683
Missouri,1/19/2019,81
Montana,1/19/2019,153
Nebraska,1/19/2019,756
Nevada,1/19/2019,251
New Hampshire,1/19/2019,82
New Jersey,1/19/2019,1785
New Mexico,1/19/2019,949
New York,1/19/2019,1820
North Carolina,1/19/2019,2696
North Dakota,1/19/2019,103
Ohio,1/19/2019,225
Oklahoma,1/19/2019,420
Oregon,1/19/2019,604
Pennsylvania,1/19/2019,1318
Rhode Island,1/19/2019,178
South Carolina,1/19/2019,598
South Dakota,1/19/2019,293
Tennessee,1/19/2019,148
Texas,1/19/2019,1621
Utah,1/19/2019,495
Vermont,1/19/2019,244
Virginia,1/19/2019,2794
Washington,1/19/2019,94
West Virginia,1/19/2019,391
Wisconsin,1/19/2019,381
Wyoming,1/19/2019,94
Alabama,1/26/2019,2168
Alaska,1/26/2019,329
Arizona,1/26/2019,710
Arkansas,1/26/2019,186
California,1/26/2019,1267
Colorado,1/26/2019,1890
Connecticut,1/26/2019,310
Delaware,1/26/2019,21
Georgia,1/26/2019,3147
Hawaii,1/26/2019,70
Idaho,1/26/2019,42
Illinois,1/26/2019,1046
Indiana,1/26/2019,171
Iowa,1/26/2019,95
Kansas,1/26/2019,477
Kentucky,1/26/2019,1250
Louisiana,1/26/2019,2539
Maine,1/26/2019,326
Maryland,1/26/2019,303
Massachusetts,1/26/2019,1505
Michigan,1/26/2019,340
Minnesota,1/26/2019,257
Mississippi,1/26/2019,896
Missouri,1/26/2019,93
Montana,1/26/2019,178
Nebraska,1/26/2019,677
Nevada,1/26/2019,227
New Hampshire,1/26/2019,73
New Jersey,1/26/2019,1871
New Mexico,1/26/2019,994
New York,1/26/2019,2085
North Carolina,1/26/2019,3708
North Dakota,1/26/2019,86
Ohio,1/26/2019,226
Oklahoma,1/26/2019,498
Oregon,1/26/2019,687
Pennsylvania,1/26/2019,1546
Rhode Island,1/26/2019,239
South Carolina,1/26/2019,334
South Dakota,1/26/2019,398
Tennessee,1/26/2019,245
Texas,1/26/2019,2092
Utah,1/26/2019,809
Vermont,1/26/2019,272
Virginia,1/26/2019,3594
Washington,1/26/2019,102
West Virginia,1/26/2019,464
Wisconsin,1/26/2019,381
Wyoming,1/26/2019,125
Alabama,2/2/2019,3376
Alaska,2/2/2019,389
Arizona,2/2/2019,802
Arkansas,2/2/2019,322
California,2/2/2019,1657
Colorado,2/2/2019,2067
Connecticut,2/2/2019,319
Delaware,2/2/2019,43
Georgia,2/2/2019,3788
Hawaii,2/2/2019,72
Idaho,2/2/2019,52
Illinois,2/2/2019,1089
Indiana,2/2/2019,165
Iowa,2/2/2019,106
Kansas,2/2/2019,551
Kentucky,2/2/2019,1237
Louisiana,2/2/2019,4043
Maine,2/2/2019,348
Maryland,2/2/2019,202
Massachusetts,2/2/2019,1568
Michigan,2/2/2019,368
Minnesota,2/2/2019,203
Mississippi,2/2/2019,1317
Missouri,2/2/2019,156
Montana,2/2/2019,244
Nebraska,2/2/2019,600
Nevada,2/2/2019,227
New Hampshire,2/2/2019,62
New Jersey,2/2/2019,1869
New Mexico,2/2/2019,858
New York,2/2/2019,2158
North Carolina,2/2/2019,5024
North Dakota,2/2/2019,120
Ohio,2/2/2019,250
Oklahoma,2/2/2019,827
Oregon,2/2/2019,836
Pennsylvania,2/2/2019,1313
Rhode Island,2/2/2019,287
South Carolina,2/2/2019,465
South Dakota,2/2/2019,414
Tennessee,2/2/2019,345
Texas,2/2/2019,2684
Utah,2/2/2019,1238
Vermont,2/2/2019,284
Virginia,2/2/2019,4608
Washington,2/2/2019,132
West Virginia,2/2/2019,555
Wisconsin,2/2/2019,334
Wyoming,2/2/2019,150
Alabama,2/9/2019,3780
Alaska,2/9/2019,524
Arizona,2/9/2019,729
Arkansas,2/9/2019,427
California,2/9/2019,1617
Colorado,2/9/2019,2251
Connecticut,2/9/2019,308
Delaware,2/9/2019,64
Georgia,2/9/2019,5526
Hawaii,2/9/2019,73
Idaho,2/9/2019,91
Illinois,2/9/2019,1198
Indiana,2/9/2019,204
Iowa,2/9/2019,100
Kansas,2/9/2019,587
Kentucky,2/9/2019,1196
Louisiana,2/9/2019,6066
Maine,2/9/2019,387
Maryland,2/9/2019,335
Massachusetts,2/9/2019,1836
Michigan,2/9/2019,433
Minnesota,2/9/2019,201
Mississippi,2/9/2019,1864
Missouri,2/9/2019,168
Montana,2/9/2019,284
Nebraska,2/9/2019,595
Nevada,2/9/2019,198
New Hampshire,2/9/2019,64
New Jersey,2/9/2019,2027
New Mexico,2/9/2019,1002
New York,2/9/2019,2676
North Carolina,2/9/2019,7738
North Dakota,2/9/2019,107
Ohio,2/9/2019,321
Oklahoma,2/9/2019,922
Oregon,2/9/2019,895
Pennsylvania,2/9/2019,1763
Rhode Island,2/9/2019,429
South Carolina,2/9/2019,1764
South Dakota,2/9/2019,396
Tennessee,2/9/2019,565
Texas,2/9/2019,3363
Utah,2/9/2019,1339
Vermont,2/9/2019,222
Virginia,2/9/2019,6225
Washington,2/9/2019,103
West Virginia,2/9/2019,618
Wisconsin,2/9/2019,291
Wyoming,2/9/2019,223
Alabama,2/16/2019,3679
Alaska,2/16/2019,548
Arizona,2/16/2019,719
Arkansas,2/16/2019,471
California,2/16/2019,1726
Colorado,2/16/2019,2482
Connecticut,2/16/2019,289
Delaware,2/16/2019,59
Georgia,2/16/2019,4839
Hawaii,2/16/2019,81
Idaho,2/16/2019,52
Illinois,2/16/2019,1326
Indiana,2/16/2019,214
Iowa,2/16/2019,147
Kansas,2/16/2019,793
Kentucky,2/16/2019,1104
Louisiana,2/16/2019,6737
Maine,2/16/2019,425
Maryland,2/16/2019,301
Massachusetts,2/16/2019,1409
Michigan,2/16/2019,490
Minnesota,2/16/2019,229
Mississippi,2/16/2019,2003
Missouri,2/16/2019,188
Montana,2/16/2019,349
Nebraska,2/16/2019,491
Nevada,2/16/2019,105
New Hampshire,2/16/2019,75
New Jersey,2/16/2019,1845
New Mexico,2/16/2019,1358
New York,2/16/2019,3024
North Carolina,2/16/2019,7235
North Dakota,2/16/2019,123
Ohio,2/16/2019,352
Oklahoma,2/16/2019,871
Oregon,2/16/2019,1063
Pennsylvania,2/16/2019,1842
Rhode Island,2/16/2019,348
South Carolina,2/16/2019,1539
South Dakota,2/16/2019,455
Tennessee,2/16/2019,427
Texas,2/16/2019,3277
Utah,2/16/2019,1355
Vermont,2/16/2019,267
Virginia,2/16/2019,6476
Washington,2/16/2019,165
West Virginia,2/16/2019,744
Wisconsin,2/16/2019,316
Wyoming,2/16/2019,243
Alabama,2/23/2019,2907
Alaska,2/23/2019,419
Arizona,2/23/2019,707
Arkansas,2/23/2019,471
California,2/23/2019,1562
Colorado,2/23/2019,2599
Connecticut,2/23/2019,273
Delaware,2/23/2019,44
Georgia,2/23/2019,4296
Hawaii,2/23/2019,78
Idaho,2/23/2019,60
Illinois,2/23/2019,1601
Indiana,2/23/2019,252
Iowa,2/23/2019,153
Kansas,2/23/2019,896
Kentucky,2/23/2019,832
Louisiana,2/23/2019,6300
Maine,2/23/2019,496
Maryland,2/23/2019,231
Massachusetts,2/23/2019,1450
Michigan,2/23/2019,475
Minnesota,2/23/2019,228
Mississippi,2/23/2019,1465
Missouri,2/23/2019,262
Montana,2/23/2019,353
Nebraska,2/23/2019,424
Nevada,2/23/2019,382
New Hampshire,2/23/2019,65
New Jersey,2/23/2019,1803
New Mexico,2/23/2019,1416
New York,2/23/2019,2335
North Carolina,2/23/2019,6481
North Dakota,2/23/2019,210
Ohio,2/23/2019,417
Oklahoma,2/23/2019,882
Oregon,2/23/2019,1218
Pennsylvania,2/23/2019,1701
Rhode Island,2/23/2019,271
South Carolina,2/23/2019,1375
South Dakota,2/23/2019,478
Tennessee,2/23/2019,303
Texas,2/23/2019,2912
Utah,2/23/2019,1378
Vermont,2/23/2019,257
Virginia,2/23/2019,7141
Washington,2/23/2019,130
West Virginia,2/23/2019,924
Wisconsin,2/23/2019,462
Wyoming,2/23/2019,252
Alabama,2/28/2019,2168
Alaska,2/28/2019,335
Arizona,2/28/2019,789
Arkansas,2/28/2019,408
California,2/28/2019,1856
Colorado,2/28/2019,2811
Connecticut,2/28/2019,290
Delaware,2/28/2019,29
Georgia,2/28/2019,3334
Hawaii,2/28/2019,80
Idaho,2/28/2019,45
Illinois,2/28/2019,1557
Indiana,2/28/2019,263
Iowa,2/28/2019,219
Kansas,2/28/2019,839
Kentucky,2/28/2019,543
Louisiana,2/28/2019,4876
Maine,2/28/2019,460
Maryland,2/28/2019,302
Massachusetts,2/28/2019,1239
Michigan,2/28/2019,590
Minnesota,2/28/2019,227
Mississippi,2/28/2019,1167
Missouri,2/28/2019,236
Montana,2/28/2019,319
Nebraska,2/28/2019,318
Nevada,2/28/2019,337
New Hampshire,2/28/2019,53
New Jersey,2/28/2019,1548
New Mexico,2/28/2019,1385
New York,2/28/2019,1979
North Carolina,2/28/2019,5017
North Dakota,2/28/2019,181
Ohio,2/28/2019,492
Oklahoma,2/28/2019,733
Oregon,2/28/2019,1365
Pennsylvania,2/28/2019,1755
Rhode Island,2/28/2019,230
South Carolina,2/28/2019,1217
South Dakota,2/28/2019,361
Tennessee,2/28/2019,244
Texas,2/28/2019,3055
Utah,2/28/2019,1323
Vermont,2/28/2019,194
Virginia,2/28/2019,6236
Washington,2/28/2019,138
West Virginia,2/28/2019,1009
Wisconsin,2/28/2019,544
Wyoming,2/28/2019,235
